"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 16 08:12:41 GMT 2024","Sun Jun 16 08:12:41 GMT 2024","335","tests","test_login","","","","Авторизаиця с корректными учетными данными",""
"passed","Sun Jun 16 08:12:43 GMT 2024","Sun Jun 16 08:12:43 GMT 2024","344","tests","test_login","","","","Авторизаиця с корректными учетными данными",""
"passed","Sun Jun 16 08:12:40 GMT 2024","Sun Jun 16 08:12:40 GMT 2024","481","tests","test_login","","","","Авторизаиця с корректными учетными данными",""
"passed","Sun Jun 16 08:12:43 GMT 2024","Sun Jun 16 08:12:43 GMT 2024","338","tests","test_login","","","","Авторизаиця с корректными учетными данными",""
"passed","Sun Jun 16 08:12:38 GMT 2024","Sun Jun 16 08:12:38 GMT 2024","265","tests","test_login","","","","Авторизаиця с корректными учетными данными",""
"passed","Sun Jun 16 08:12:37 GMT 2024","Sun Jun 16 08:12:37 GMT 2024","398","tests","test_login","","","","Авторизаиця с недействительными учетными данными",""
"passed","Sun Jun 16 08:12:39 GMT 2024","Sun Jun 16 08:12:40 GMT 2024","414","tests","test_login","","","","Авторизаиця с недействительными учетными данными",""
"passed","Sun Jun 16 08:12:37 GMT 2024","Sun Jun 16 08:12:38 GMT 2024","372","tests","test_login","","","","Авторизаиця с корректными учетными данными",""
"passed","Sun Jun 16 08:12:42 GMT 2024","Sun Jun 16 08:12:42 GMT 2024","489","tests","test_login","","","","Авторизаиця с недействительными учетными данными",""
